FPPI,sens_mean,sens_p2.5,sens_p97.5
0.01,0.02380928846208384,0.01489753314416093,0.03464503475438872
0.02,0.03687469067681413,0.03171341873547756,0.0425879963493229
0.05,0.05278528367878717,0.04667180354491265,0.058522392843887425
0.1,0.06048925989926685,0.054320590690523946,0.06642371399889861
0.2,0.06160645222035623,0.05486944666725942,0.06837491181686996
0.5,0.06160645222035623,0.05486944666725942,0.06837491181686996
1.0,0.06160645222035623,0.05486944666725942,0.06837491181686996
2.0,0.06160645222035623,0.05486944666725942,0.06837491181686996
5.0,0.06160645222035623,0.05486944666725942,0.06837491181686996
